[2024-11-02 17:25:04] INFO: Trying to assign LLOD 16274 (oilderricklod02) to HLOD 3427 (derrick01), which already has LLOD 16273 (oilderricklod01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3561 (lodpmedhos3_lae) to HLOD 3556 (compmedhos3_lae), which already has LLOD 3561 (lodpmedhos3_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3561 (lodpmedhos3_lae) to HLOD 3556 (compmedhos3_lae), which already has LLOD 3561 (lodpmedhos3_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3772 (lodpbigho2_lae) to HLOD 3580 (compbigho2_lae), which already has LLOD 3772 (lodpbigho2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3773 (lodranhus2_las) to HLOD 3616 (midranhus2_las), which already has LLOD 3773 (lodranhus2_las) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3772 (lodpbigho2_lae) to HLOD 3580 (compbigho2_lae), which already has LLOD 3772 (lodpbigho2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3774 (lodranhus_las) to HLOD 3617 (midranhus_las), which already has LLOD 3774 (lodranhus_las) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3561 (lodpmedhos3_lae) to HLOD 3556 (compmedhos3_lae), which already has LLOD 3561 (lodpmedhos3_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3772 (lodpbigho2_lae) to HLOD 3580 (compbigho2_lae), which already has LLOD 3772 (lodpbigho2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1268 (lodlbd1) to HLOD 1259 (billbd1), which already has LLOD 1268 (lodlbd1) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3656 (lodganghous03_lax) to HLOD 3655 (ganghous03_lax), which already has LLOD 3656 (lodganghous03_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3656 (lodganghous03_lax) to HLOD 3655 (ganghous03_lax), which already has LLOD 3656 (lodganghous03_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3652 (lod1bchapta1_lax) to HLOD 3653 (beachaparta1_lax), which already has LLOD 3652 (lod1bchapta1_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3652 (lod1bchapta1_lax) to HLOD 3653 (beachaparta1_lax), which already has LLOD 3652 (lod1bchapta1_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3695 (lodcompproj_lae2) to HLOD 3584 (compproj01_la), which already has LLOD 3695 (lodcompproj_lae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3695 (lodcompproj_lae2) to HLOD 3584 (compproj01_la), which already has LLOD 3695 (lodcompproj_lae2) - LAe2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3696 (lodproject2lae2) to HLOD 3697 (project2lae2), which already has LLOD 3696 (lodproject2lae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3696 (lodproject2lae2) to HLOD 3697 (project2lae2), which already has LLOD 3696 (lodproject2lae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3699 (lodbarrio3blae2) to HLOD 3698 (barrio3b_lae), which already has LLOD 3699 (lodbarrio3blae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3699 (lodbarrio3blae2) to HLOD 3698 (barrio3b_lae), which already has LLOD 3699 (lodbarrio3blae2) - LAe2  [DUP x8]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3656 (lodganghous03_lax) to HLOD 3655 (ganghous03_lax), which already has LLOD 3656 (lodganghous03_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3656 (lodganghous03_lax) to HLOD 3655 (ganghous03_lax), which already has LLOD 3656 (lodganghous03_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3703 (lodbarrio6blae2) to HLOD 3702 (barrio6b_lae2), which already has LLOD 3703 (lodbarrio6blae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3705 (lodbarrio6a_lae2) to HLOD 3704 (barrio6a_lae2), which already has LLOD 3705 (lodbarrio6a_lae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3705 (lodbarrio6a_lae2) to HLOD 3704 (barrio6a_lae2), which already has LLOD 3705 (lodbarrio6a_lae2) - LAe2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3650 (lodganghous04_lax) to HLOD 3651 (ganghous04_lax), which already has LLOD 3650 (lodganghous04_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3650 (lodganghous04_lax) to HLOD 3651 (ganghous04_lax), which already has LLOD 3650 (lodganghous04_lax) - LAe2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3695 (lodcompproj_lae2) to HLOD 3584 (compproj01_la), which already has LLOD 3695 (lodcompproj_lae2) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3561 (lodpmedhos3_lae) to HLOD 3556 (compmedhos3_lae), which already has LLOD 3561 (lodpmedhos3_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3706 (lodgnghos05_lax) to HLOD 3646 (ganghous05_lax), which already has LLOD 3706 (lodgnghos05_lax) - LAe2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3654 (lodganghous01_lax) to HLOD 3649 (ganghous01_lax), which already has LLOD 3654 (lodganghous01_lax) - LAe2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3561 (lodpmedhos3_lae) to HLOD 3556 (compmedhos3_lae), which already has LLOD 3561 (lodpmedhos3_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3561 (lodpmedhos3_lae) to HLOD 3556 (compmedhos3_lae), which already has LLOD 3561 (lodpmedhos3_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3647 (lodganghous02_lax) to HLOD 3648 (ganghous02_lax), which already has LLOD 3647 (lodganghous02_lax) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3592 (lodpfukhouse3) to HLOD 3589 (compfukhouse3), which already has LLOD 3592 (lodpfukhouse3) - LAe2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3592 (lodpfukhouse3) to HLOD 3589 (compfukhouse3), which already has LLOD 3592 (lodpfukhouse3) - LAe2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3766 (lodtcenewhillhus03) to HLOD 3764 (tcenewhillhus02), which already has LLOD 3766 (lodtcenewhillhus03) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3728 (lodhillhouse10_la) to HLOD 3613 (hillhouse10_la), which already has LLOD 3728 (lodhillhouse10_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3340 (lodtrail_lg1_01) to HLOD 3167 (trailer_large1_01), which already has LLOD 3340 (lodtrail_lg1_01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3344 (lodtrail5_01) to HLOD 3171 (trailer5_01), which already has LLOD 3344 (lodtrail5_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3345 (lodtrail6_01) to HLOD 3172 (trailer6_01), which already has LLOD 3345 (lodtrail6_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3742 (lodcehillhse14) to HLOD 3741 (cehillhse14), which already has LLOD 3742 (lodcehillhse14) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3734 (lodbevman3_law2) to HLOD 3605 (bevman3_law2), which already has LLOD 3734 (lodbevman3_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3740 (lodhillhouse13_la) to HLOD 3609 (hillhouse13_la), which already has LLOD 3740 (lodhillhouse13_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3766 (lodtcenewhillhus03) to HLOD 3764 (tcenewhillhus02), which already has LLOD 3766 (lodtcenewhillhus03) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3740 (lodhillhouse13_la) to HLOD 3609 (hillhouse13_la), which already has LLOD 3740 (lodhillhouse13_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3742 (lodcehillhse14) to HLOD 3741 (cehillhse14), which already has LLOD 3742 (lodcehillhse14) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3726 (lodhillhouse05_la) to HLOD 3602 (hillhouse05_la), which already has LLOD 3726 (lodhillhouse05_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3738 (lodnwlhusjm) to HLOD 3619 (nwlaw2husjm4_law2), which already has LLOD 3738 (lodnwlhusjm) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3730 (lodhillhouse08_la) to HLOD 3608 (hillhouse08_la), which already has LLOD 3730 (lodhillhouse08_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3340 (lodtrail_lg1_01) to HLOD 3167 (trailer_large1_01), which already has LLOD 3340 (lodtrail_lg1_01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3344 (lodtrail5_01) to HLOD 3171 (trailer5_01), which already has LLOD 3344 (lodtrail5_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3346 (lod_airstrm_sml_) to HLOD 3174 (sm_airstrm_sml_), which already has LLOD 3346 (lod_airstrm_sml_) - countryN
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3299 (lod_conhoos3) to HLOD 3283 (conhoos3), which already has LLOD 3299 (lod_conhoos3) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3734 (lodbevman3_law2) to HLOD 3605 (bevman3_law2), which already has LLOD 3734 (lodbevman3_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3731 (lodhillhouse01_la) to HLOD 3598 (hillhouse01_la), which already has LLOD 3731 (lodhillhouse01_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3740 (lodhillhouse13_la) to HLOD 3609 (hillhouse13_la), which already has LLOD 3740 (lodhillhouse13_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3299 (lod_conhoos3) to HLOD 3283 (conhoos3), which already has LLOD 3299 (lod_conhoos3) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3768 (lodcenwlaw4) to HLOD 3762 (cenwlaw4), which already has LLOD 3768 (lodcenwlaw4) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3728 (lodhillhouse10_la) to HLOD 3613 (hillhouse10_la), which already has LLOD 3728 (lodhillhouse10_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3737 (lodbevmangar_law2) to HLOD 3604 (bevmangar_law2), which already has LLOD 3737 (lodbevmangar_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3737 (lodbevmangar_law2) to HLOD 3604 (bevmangar_law2), which already has LLOD 3737 (lodbevmangar_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3733 (lodbevman2_law2) to HLOD 3607 (bevman2_law2), which already has LLOD 3733 (lodbevman2_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1266 (lodlbd3) to HLOD 1260 (billbd3), which already has LLOD 1266 (lodlbd3) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3730 (lodhillhouse08_la) to HLOD 3608 (hillhouse08_la), which already has LLOD 3730 (lodhillhouse08_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3728 (lodhillhouse10_la) to HLOD 3613 (hillhouse10_la), which already has LLOD 3728 (lodhillhouse10_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3340 (lodtrail_lg1_01) to HLOD 3167 (trailer_large1_01), which already has LLOD 3340 (lodtrail_lg1_01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3346 (lod_airstrm_sml_) to HLOD 3174 (sm_airstrm_sml_), which already has LLOD 3346 (lod_airstrm_sml_) - countryN
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3299 (lod_conhoos3) to HLOD 3283 (conhoos3), which already has LLOD 3299 (lod_conhoos3) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3738 (lodnwlhusjm) to HLOD 3619 (nwlaw2husjm4_law2), which already has LLOD 3738 (lodnwlhusjm) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3737 (lodbevmangar_law2) to HLOD 3604 (bevmangar_law2), which already has LLOD 3737 (lodbevmangar_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3729 (lodhillhouse09_la) to HLOD 3614 (hillhouse09_la), which already has LLOD 3729 (lodhillhouse09_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3737 (lodbevmangar_law2) to HLOD 3604 (bevmangar_law2), which already has LLOD 3737 (lodbevmangar_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3732 (lodnwlaw2husjm) to HLOD 3618 (nwlaw2husjm3_law2), which already has LLOD 3732 (lodnwlaw2husjm) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3767 (lod_mulhouse04) to HLOD 3765 (tcemulhouse04_law01), which already has LLOD 3767 (lod_mulhouse04) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3740 (lodhillhouse13_la) to HLOD 3609 (hillhouse13_la), which already has LLOD 3740 (lodhillhouse13_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3299 (lod_conhoos3) to HLOD 3283 (conhoos3), which already has LLOD 3299 (lod_conhoos3) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3737 (lodbevmangar_law2) to HLOD 3604 (bevmangar_law2), which already has LLOD 3737 (lodbevmangar_law2) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3730 (lodhillhouse08_la) to HLOD 3608 (hillhouse08_la), which already has LLOD 3730 (lodhillhouse08_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3728 (lodhillhouse10_la) to HLOD 3613 (hillhouse10_la), which already has LLOD 3728 (lodhillhouse10_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3725 (lodhillhouse06_la) to HLOD 3600 (hillhouse06_la), which already has LLOD 3725 (lodhillhouse06_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3731 (lodhillhouse01_la) to HLOD 3598 (hillhouse01_la), which already has LLOD 3731 (lodhillhouse01_la) - LAhills
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3726 (lodhillhouse05_la) to HLOD 3602 (hillhouse05_la), which already has LLOD 3726 (lodhillhouse05_la) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3340 (lodtrail_lg1_01) to HLOD 3167 (trailer_large1_01), which already has LLOD 3340 (lodtrail_lg1_01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3345 (lodtrail6_01) to HLOD 3172 (trailer6_01), which already has LLOD 3345 (lodtrail6_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3299 (lod_conhoos3) to HLOD 3283 (conhoos3), which already has LLOD 3299 (lod_conhoos3) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3742 (lodcehillhse14) to HLOD 3741 (cehillhse14), which already has LLOD 3742 (lodcehillhse14) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3344 (lodtrail5_01) to HLOD 3171 (trailer5_01), which already has LLOD 3344 (lodtrail5_01) - countn2
